topology,chain_length,k_D,k_C,k_T,activation_threshold,propagation_exponent,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,27,69,0.0,0.1836734693877551,44,20,1,0,44,1|4|1|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,28,70,0.0,0.16326530612244897,49,20,1,0,49,4|1|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,29,71,0.0,0.20408163265306123,49,20,3,1,49,3|1|9|5|15|1|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,30,72,0.0,0.1836734693877551,48,20,1,0,48,2|1|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,31,73,0.0,0.1836734693877551,47,20,3,0,47,2|1|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,32,74,0.0,0.16326530612244897,46,20,1,0,46,1|9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,33,75,0.0,0.16326530612244897,45,20,1,0,45,1|9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,34,76,0.0,0.16326530612244897,44,20,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,35,77,0.0,0.14285714285714285,43,20,1,0,43,9|5|17|5|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,36,78,0.0,0.14285714285714285,42,20,1,0,42,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,37,79,0.0,0.16326530612244897,49,20,1,0,49,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,38,80,0.0,0.16326530612244897,48,20,4,0,48,6|5|17|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,39,81,0.0,0.16326530612244897,47,20,1,0,47,5|5|17|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,40,82,0.0,0.16326530612244897,46,20,3,0,46,4|5|17|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,41,83,0.0,0.16326530612244897,45,20,1,0,45,4|5|17|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,42,84,0.0,0.16326530612244897,44,20,3,0,44,2|5|17|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,43,85,0.0,0.16326530612244897,43,20,1,0,43,1|5|17|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,44,86,0.0,0.16326530612244897,42,20,3,0,42,1|5|17|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,45,87,0.0,0.14285714285714285,41,20,1,0,41,5|17|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,47,89,0.0,0.10204081632653061,39,10,3,0,39,5|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,48,90,0.0,0.12244897959183673,49,10,1,0,49,4|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.062,49,91,0.0,0.14285714285714285,48,10,1,0,48,3|17|5|7|5|4|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,0,42,0.0,0.2653061224489796,47,20,4,1,47,3|4|2|2|1|2|4|2|4|1|9|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,1,43,0.0,0.2653061224489796,46,20,5,1,46,2|3|5|1|2|4|2|4|1|9|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,2,44,0.0,0.2653061224489796,45,20,4,1,45,2|3|5|1|2|4|2|4|1|9|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,3,45,0.0,0.2653061224489796,44,26,4,1,44,1|3|5|1|2|4|2|4|1|9|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,4,46,0.0,0.2653061224489796,49,26,4,1,49,3|5|1|2|4|2|4|1|9|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,5,47,0.0,0.24489795918367346,48,20,5,1,48,3|5|1|2|4|2|4|1|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,6,48,0.0,0.24489795918367346,47,20,4,1,47,3|5|1|2|4|2|4|1|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,7,49,0.0,0.24489795918367346,46,20,4,1,46,1|5|1|2|4|2|4|1|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,8,50,0.0,0.24489795918367346,45,20,5,1,45,1|5|1|2|4|2|4|1|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,9,51,0.0,0.22448979591836735,44,20,5,1,44,5|1|2|4|2|4|1|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,10,52,0.0,0.22448979591836735,43,20,6,1,43,4|1|2|4|2|4|1|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,11,53,0.0,0.22448979591836735,42,20,5,1,42,3|1|2|4|2|4|1|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,12,54,0.0,0.22448979591836735,41,20,5,1,41,3|1|2|4|2|4|1|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,13,55,0.0,0.22448979591836735,40,20,5,1,40,1|1|2|4|2|4|1|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,14,56,0.0,0.22448979591836735,39,20,5,1,39,1|1|2|4|2|4|1|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,15,57,0.0,0.20408163265306123,38,20,15,1,38,1|2|4|2|4|1|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,16,58,0.0,0.20408163265306123,37,20,15,1,37,1|2|4|2|4|1|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,17,59,0.0,0.1836734693877551,36,20,16,0,36,2|4|2|4|1|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,18,60,0.0,0.1836734693877551,35,20,16,0,35,2|4|2|4|1|9|5|14,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,19,61,0.0,0.1836734693877551,34,20,15,0,34,1|4|2|4|1|9|5|15,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,20,62,0.0,0.16326530612244897,33,20,16,0,33,4|2|4|1|9|5|16,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,21,63,0.0,0.16326530612244897,32,20,15,0,32,4|2|4|1|9|5|17,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,22,64,0.0,0.1836734693877551,49,20,1,0,49,3|2|4|1|9|5|17,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,23,65,0.0,0.1836734693877551,48,20,3,0,48,2|2|4|1|9|5|17|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,24,66,0.0,0.1836734693877551,47,20,3,0,47,1|2|4|1|9|5|17|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,25,67,0.0,0.16326530612244897,46,20,1,0,46,2|4|1|9|5|17|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,26,68,0.0,0.16326530612244897,45,20,1,0,45,1|4|1|9|5|17|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,27,69,0.0,0.16326530612244897,44,20,1,0,44,1|4|1|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,28,70,0.0,0.1836734693877551,49,20,1,0,49,4|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,29,71,0.0,0.1836734693877551,49,20,3,0,49,3|1|9|5|17|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,30,72,0.0,0.20408163265306123,48,20,1,1,48,2|9|5|17|5|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,31,73,0.0,0.20408163265306123,47,20,3,1,47,2|9|5|17|5|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,32,74,0.0,0.16326530612244897,46,20,1,0,46,1|9|5|17|6|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,33,75,0.0,0.16326530612244897,45,20,1,0,45,1|9|5|17|5|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,34,76,0.0,0.16326530612244897,44,20,1,0,44,9|5|17|5|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,35,77,0.0,0.14285714285714285,43,20,1,0,43,9|5|17|5|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,36,78,0.0,0.14285714285714285,42,20,1,0,42,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,37,79,0.0,0.16326530612244897,49,20,1,0,49,8|5|17|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,38,80,0.0,0.16326530612244897,48,20,4,0,48,6|5|17|5|7|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,39,81,0.0,0.16326530612244897,47,20,1,0,47,5|5|17|5|7|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,40,82,0.0,0.16326530612244897,46,20,3,0,46,4|5|17|5|7|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,41,83,0.0,0.16326530612244897,45,20,1,0,45,4|5|17|5|7|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,42,84,0.0,0.16326530612244897,44,20,3,0,44,2|5|17|5|7|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,43,85,0.0,0.16326530612244897,43,20,1,0,43,1|5|17|5|7|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,44,86,0.0,0.16326530612244897,42,20,3,0,42,1|5|17|5|7|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,45,87,0.0,0.14285714285714285,41,20,1,0,41,5|17|5|7|8,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,47,89,0.0,0.10204081632653061,39,8,3,0,39,5|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,48,90,0.0,0.12244897959183673,49,8,1,0,49,4|17|5|7|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.064,49,91,0.0,0.14285714285714285,48,8,1,0,48,3|17|5|7|5|4|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,0,42,0.0,0.2653061224489796,47,19,4,1,47,2|4|5|1|2|4|2|4|1|9|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,1,43,0.0,0.2653061224489796,46,19,5,1,46,2|3|5|1|2|4|2|4|1|9|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,2,44,0.0,0.2653061224489796,45,19,4,1,45,2|3|5|1|2|4|2|4|1|9|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,3,45,0.0,0.2653061224489796,44,19,4,1,44,1|3|5|1|2|4|2|4|1|9|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,4,46,0.0,0.2653061224489796,49,19,4,1,49,3|5|1|2|4|2|4|1|9|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,5,47,0.0,0.24489795918367346,48,19,5,1,48,3|5|1|2|4|2|4|1|9|5|1,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,6,48,0.0,0.24489795918367346,47,19,4,1,47,3|5|1|2|4|2|4|1|9|5|2,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,7,49,0.0,0.24489795918367346,46,19,5,1,46,1|5|1|2|4|2|4|1|9|5|3,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,8,50,0.0,0.24489795918367346,45,19,5,1,45,1|5|1|2|4|2|4|1|9|5|4,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,9,51,0.0,0.22448979591836735,44,19,5,1,44,5|1|2|4|2|4|1|9|5|5,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,10,52,0.0,0.22448979591836735,43,19,6,1,43,4|1|2|4|2|4|1|9|5|6,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,11,53,0.0,0.22448979591836735,42,19,5,1,42,3|1|2|4|2|4|1|9|5|7,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,12,54,0.0,0.22448979591836735,41,19,5,1,41,3|1|2|4|2|4|1|9|5|8,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,13,55,0.0,0.22448979591836735,40,19,5,1,40,1|1|2|4|2|4|1|9|5|9,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,14,56,0.0,0.22448979591836735,39,19,5,1,39,1|1|2|4|2|4|1|9|5|10,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,15,57,0.0,0.20408163265306123,38,19,16,1,38,1|2|4|2|4|1|9|5|11,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,16,58,0.0,0.20408163265306123,37,19,15,1,37,1|2|4|2|4|1|9|5|12,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,17,59,0.0,0.1836734693877551,36,19,16,0,36,2|4|2|4|1|9|5|13,hub_localized,1225
fully-connected,50,0.01,0.03,0.0,0.25,2.0,0.066,18,60,0.0,0.1836734693877551,35,19,16,0,35,2|4|2|4|1|9|5|14,hub_localized,1225
